"id","area_sqft","bedrooms","bathrooms","price","date","address","latitude","longitude"
"116380","910","2","2","720000","2023-02-13","4078 KNIGHT STREET","49.24889","-123.07539"
"18071","677","1","1","645000","2023-02-22","1009 EXPO BOULEVARD","49.2747366","-123.1163874"
"136281","1229","3","2","755000","2023-02-17","2250 MARINE DRIVE SE","49.20746","-123.06061"
"57084","515","1","1","570000","2023-03-16","5515 BOUNDARY ROAD","49.23357","-123.02422"
"47742","750","2","2","806000","2023-02-12","1367 ALBERNI STREET","49.2884929","-123.1284694"
"116459","500","1","1","788000","2023-03-11","89 NELSON STREET","49.27497","-123.11538"
"136393","1325","2","2","860000","2023-03-31","7680 COLUMBIA STREET","49.2146303","-123.1124628"
"18504","966","2","1","935000","2023-02-10","1323 HOMER STREET","49.27387","-123.12605"
"145906","680","1","1","690000","2023-03-01","3638 BROADWAY AVENUE W","49.26405","-123.18449"
"126190","581","1","1","699000","2023-02-10","133 8TH AVENUE E","49.26397","-123.10197"
"136111","650","1","1","655000","2023-02-09","1195 8TH AVENUE W","49.26462","-123.13096"
"155047","498","1","1","418275","2023-02-09","3489 ASCOT PLACE","49.2395","-123.03201"
"8075","717","1","1","590000","2023-03-23","2799 YEW STREET","49.26165","-123.1558"
"28334","1223","2","2","1533000","2023-02-17","289 DRAKE STREET","49.27382","-123.12371"
"146169","1012","2","2","885000","2023-02-10","828 GILFORD STREET","49.29217","-123.13721"
"145530","413","1","1","515000","2023-02-14","501 PACIFIC STREET","49.27434","-123.12714"
"115695","558","1","1","436000","2023-03-27","168 POWELL STREET","49.28297","-123.10064"
"136613","1153","2","2","1780000","2023-03-08","1616 COLUMBIA STREET","49.27115","-123.10875"
"87004","665","1","1","701000","2023-02-14","1345 15TH AVENUE W","49.25818","-123.13509"
"67369","762","2","2","726000","2023-02-19","3451 SAWMILL CRESCENT","49.2060347","-123.0314885"
"106304","528","1","1","579000","2023-02-10","5598 ORMIDALE STREET","49.23342","-123.02446"
"115528","317","1","1","213000","2023-06-23","838 HAMILTON STREET","49.27833","-123.11621"
"146300","1779","2","2","1245000","2023-02-13","2210 40TH AVENUE W","49.23529","-123.15837"
"116759","1344","2","3","1550000","2023-02-21","1280 RICHARDS STREET","49.27495","-123.12518"
"18644","1005","2","2","1305000","2023-03-05","833 SEYMOUR STREET","49.2805","-123.11976"
"57848","2342","3","3","3745000","2023-02-22","1171 JERVIS STREET","49.28316","-123.13513"
"77606","928","2","2","1096000","2023-02-26","33 SMITHE STREET","49.27444","-123.11196"
"7636","428","0","1","395000","2023-02-15","8989 HUDSON STREET","49.20356","-123.13521"
"145805","582","1","1","630000","2023-02-16","2450 CORNWALL AVENUE","49.27241","-123.16121"
"18556","842","2","2","1020667","2023-02-19","3333 MAIN STREET","49.25514","-123.10179"
"136291","624","1","1","765000","2023-02-13","655 41ST AVENUE W","49.23398","-123.12013"
"77673","1128","2","2","1375000","2023-02-10","181 1ST AVENUE W","49.2703849","-123.1087353"
"86411","638","1","1","465500","2023-03-23","688 56 AVENUE E","49.21882","-123.09131"
"18652","1196","2","2","1450000","2023-02-23","1530 8TH AVENUE W","49.26428","-123.13981"
"145987","555","1","1","715000","2023-02-27","1088 RICHARDS STREET","49.2771","-123.12187"
"18406","1010","2","2","838000","2023-02-13","8580 RIVER DISTRICT CROSSING","49.20541","-123.03067"
"126283","574","1","1","730000","2023-02-11","110 SWITCHMEN STREET","49.27081","-123.10152"
"87227","1346","2","2","940000","2023-03-11","3580 41ST AVENUE W","49.23448","-123.18405"
"57825","1193","2","2","1695000","2023-06-08","5699 BAILLIE STREET","49.2339206","-123.1225642"
"154962","790","1","1","387000","2023-02-22","2146 43 AVENUE W","49.23246","-123.15713"
"145377","524","1","1","500000","2023-02-14","2234 1ST AVENUE W","49.27057","-123.15624"
"27959","623","1","1","718000","2023-03-24","1295 RICHARDS STREET","49.27531","-123.12564"
"145674","560","1","1","595000","2023-02-22","718 MAIN STREET","49.27819","-123.09933"
"106298","528","1","1","580000","2023-03-05","33 PENDER STREET W","49.28113","-123.10629"
"27285","420","0","1","450000","2023-02-23","2408 GRANT STREET","49.27103","-123.05615"
"96977","966","2","2","950000","2023-03-16","588 45TH AVENUE W","49.2297551","-123.1177398"
"146202","897","2","2","935000","2023-02-23","1200 ALBERNI STREET","49.28687","-123.12674"
"87129","751","1","1","813900","2023-02-17","1924 COMOX STREET","49.28979","-123.14215"
"27647","515","1","1","550000","2023-03-10","5665 BOUNDARY ROAD","49.2326362","-123.0237549"
"145264","469","1","1","440000","2023-02-11","1440 BROADWAY E","49.2621707","-123.0754315"
"37659","678","1","1","655000","2023-02-16","2525 4TH AVENUE W","49.26857","-123.16364"
"96850","617","1","1","785000","2023-02-13","278 1ST AVENUE W","49.26912","-123.11152"
"37657","557","1","1","698000","2023-03-02","1495 RICHARDS STREET","49.27362","-123.12812"
"146269","1108","2","2","1050000","2023-02-14","1328 HOMER STREET","49.2736","-123.12491"
"87234","988","2","2","910000","2023-02-13","383 37TH AVENUE E","49.2373049","-123.0974162"
"8707","870","2","2","920000","2023-02-28","3438 SAWMILL CRESCENT","49.20579","-123.03275"
"116281","549","1","1","682500","2023-02-14","888 HOMER STREET","49.27847","-123.11806"
"136195","583","1","1","720000","2023-04-11","2508 WATSON STREET","49.2626978","-123.1000762"
"87292","704","1","1","1069900","2023-05-05","828 CAMBIE STREET","49.2776457","-123.1154997"
"38070","1181","2","2","1080000","2023-03-30","1428 6TH AVENUE W","49.2657","-123.13667"
"87070","730","2","2","799000","2023-02-12","3456 COMMERCIAL STREET","49.25329","-123.06778"
"18492","906","2","2","933000","2023-03-30","4655 VALLEY DRIVE","49.2442493","-123.151761"
"18263","500","1","1","728000","2023-02-15","89 NELSON STREET","49.27497","-123.11538"
"146059","829","2","2","775000","2023-02-13","3638 BROADWAY W","49.26405","-123.18449"
"18483","865","2","2","903000","2023-05-03","8181 CHESTER STREET","49.2112434","-123.0897631"
"47924","948","2","2","1200000","2023-05-07","2520 GUELPH STREET","49.2622","-123.09445"
"67787","1787","3","3","2499000","2023-03-02","1111 RICHARDS STREET","49.27692","-123.12324"
"107030","1418","2","2","2450000","2023-04-15","8 SMITHE MEWS","49.2741219","-123.1121945"
"77176","571","1","1","660000","2023-04-22","1068 BROADWAY W","49.26312","-123.12815"
"8545","1406","2","3","780000","2023-03-24","1920 KENT AVENUE SOUTH AVENUE E","49.207716","-123.0674019"
"57826","1478","3","3","1713333","2023-02-14","1111 RICHARDS STREET","49.27692","-123.12324"
"77200","562","1","1","667000","2023-02-11","1420 GEORGIA STREET W","49.28901","-123.12897"
"7722","486","0","1","430000","2023-02-22","950 DRAKE STREET","49.27749","-123.13063"
"67021","452","1","1","560000","2023-03-30","8131 NUNAVUT LANE","49.21134","-123.11653"
"47232","529","1","1","595000","2023-02-26","5470 ORMIDALE STREET","49.23429","-123.02421"
"18072","554","1","1","637000","2023-02-27","928 HOMER STREET","49.27785","-123.11851"
"145978","633","1","1","705000","2023-03-23","602 CITADEL PARADE","49.27909","-123.11017"
"67043","977","2","2","559000","2023-02-18","3400 MARINE DRIVE SE","49.2081584","-123.0324529"
"126622","1096","2","2","1125000","2023-02-21","1355 HARWOOD STREET","49.28208","-123.13765"
"146114","851","2","2","828000","2023-02-21","1818 6TH AVENUE W","49.26591","-123.14622"
"77502","746","1","1","855000","2023-02-23","3333 MAIN STREET","49.25514","-123.10179"
"8354","734","2","1","680000","2023-04-03","3575 EUCLID AVENUE","49.23508","-123.02884"
"126665","1151","2","2","1290000","2023-02-28","1008 BEACH AVENUE","49.27562","-123.1342"
"106388","435","1","1","629900","2023-05-17","7789 YUKON STREET","49.2143651","-123.1155819"
"145675","722","1","1","595000","2023-02-17","1844 7TH AVENUE W","49.26521","-123.1468"
"87188","971","2","2","867500","2023-04-03","1718 VENABLES STREET","49.27646","-123.06913"
"47857","760","2","2","969900","2023-04-13","7789 YUKON STREET","49.2143651","-123.1155819"
"66717","422","0","1","485000","2023-05-10","1333 GEORGIA STREET W","49.28899","-123.12753"
"18503","724","1","1","921000","2023-02-21","193 AQUARIUS MEWS","49.27392","-123.11815"
"155899","609","1","1","860000","2023-05-01","89 NELSON STREET","49.27497","-123.11538"
"156086","1079","2","2","1550000","2023-05-04","885 CAMBIE STREET","49.27752","-123.11653"
"125919","645","1","1","566000","2023-03-07","2689 KINGSWAY","49.23867","-123.05047"
"47236","500","1","1","579000","2023-02-21","989 NELSON STREET","49.28108","-123.12511"
"155614","749","1","1","660000","2023-02-19","1365 4TH AVENUE W","49.2669546","-123.1353946"
"47386","548","1","1","649000","2023-02-21","2520 GUELPH STREET","49.2622","-123.09445"
"87340","1041","2","2","1210000","2023-05-06","2888 CAMBIE STREET","49.25975","-123.11473"
"56941","553","1","1","530000","2023-02-21","4028 KNIGHT STREET","49.24942","-123.07534"
"135477","624","1","1","415000","2023-04-02","6963 VICTORIA DRIVE","49.22081","-123.06626"
"126435","749","1","1","833000","2023-03-20","2200 HIGHBURY STREET","49.26649","-123.18717"
"47507","522","1","1","655000","2023-02-17","977 MAINLAND STREET","49.27757","-123.11854"
"106859","841","2","2","995000","2023-03-26","188 KEEFER PLACE","49.27939","-123.10855"
"155693","985","3","2","720000","2023-04-19","3680 RAE AVENUE","49.23616","-123.02449"
"146113","704","1","1","835000","2023-02-19","833 HOMER STREET","49.2794","-123.11773"
"155407","516","1","1","578000","2023-02-22","438 SEYMOUR STREET","49.28405","-123.11328"
"106037","329","0","1","470100","2023-02-19","989 NELSON STREET","49.28108","-123.12511"
"116519","783","1","1","825000","2023-02-22","1675 10TH AVENUE W","49.26294","-123.14244"
"126623","957","2","2","1105000","2023-02-17","2828 YEW STREET","49.26076","-123.15501"
"96782","725","2","2","722000","2023-02-19","707 20TH AVENUE E","49.25312","-123.0895"
"107010","1182","2","2","1699900","2023-02-12","2485 LARCH STREET","49.26427","-123.16277"
"126187","857","2","1","699000","2023-02-20","1640 11TH AVENUE W","49.2615","-123.14216"
"116028","581","1","1","568000","2023-03-21","1166 11TH AVENUE W","49.2613","-123.13047"
"115878","396","0","1","520000","2023-04-09","1331 ALBERNI STREET","49.28835","-123.1279"
"126704","1265","2","2","1699000","2023-02-21","1277 MELVILLE STREET","49.28869","-123.12513"
"57617","822","2","2","900000","2023-03-06","3161 4TH AVENUE W","49.2687","-123.17492"
"96972","893","2","2","950000","2023-04-26","988 RICHARDS STREET","49.278","-123.12051"
"126678","1411","3","2","1357500","2023-02-15","283 DAVIE STREET","49.27456","-123.12087"
"155788","646","1","1","795000","2023-03-12","933 SEYMOUR STREET","49.27925","-123.12163"
"57751","1020","2","2","1104000","2023-02-20","2175 3RD AVENUE W","49.26928","-123.15443"
"106666","691","1","1","760000","2023-02-24","1050 BURRARD STREET","49.27986","-123.12661"
"48003","1138","2","2","1850000","2023-03-29","1408 STRATHMORE MEWS","49.27268","-123.12662"
"155716","637","1","1","725000","2023-02-16","1001 HOMER STREET","49.2773","-123.12079"
"116635","754","1","1","955000","2023-02-17","1495 RICHARDS STREET","49.27362","-123.12812"
"67278","595","1","1","675000","2023-02-20","969 RICHARDS STREET","49.27858","-123.12072"
"136598","884","2","2","1530900","2023-04-05","889 PACIFIC STREET","49.276389","-123.1311517"
"8709","1127","2","2","930000","2023-02-22","1010 CHILCO STREET","49.29088","-123.14168"
"47504","583","1","1","688000","2023-02-24","58 KEEFER PLACE","49.27916","-123.10704"
"28295","1156","2","2","1205000","2023-02-20","199 DRAKE STREET","49.2732","-123.12267"
"8370","505","1","1","690000","2023-02-19","455 MARINE DRIVE SW","49.2109086","-123.1156741"
"97014","905","2","2","950000","2023-02-17","222 30TH AVENUE E","49.24304","-123.10096"
"126062","514","1","1","646750","2023-03-02","1351 CONTINENTAL STREET","49.27627","-123.12898"
"37776","587","1","1","715000","2023-02-16","1166 MELVILLE STREET","49.28729","-123.12389"
"135604","508","1","1","488000","2023-02-20","8988 HUDSON STREET","49.20355","-123.13422"
"106237","388","1","1","580000","2023-05-08","567 HORNBY STREET","49.2853","-123.11829"
"136543","955","2","2","1154900","2023-02-13","2550 GARDEN DRIVE","49.2616262","-123.0577789"
"57737","885","2","2","1078000","2023-02-24","688 ABBOTT STREET","49.27916","-123.10704"
"136473","818","1","1","951000","2023-02-18","1372 SEYMOUR STREET","49.27459","-123.12756"
"8083","559","1","1","577500","2023-03-07","489 INTERURBAN WAY","49.209372","-123.1156928"
"27646","659","1","1","550000","2023-02-25","3588 VANNESS AVENUE","49.2363657","-123.0281838"
"18405","795","2","1","807000","2023-02-23","935 15TH AVENUE W","49.25803","-123.12548"
"86909","856","2","1","695000","2023-03-03","4838 FRASER STREET","49.24111","-123.08994"
"36934","569","1","1","330000","2023-02-20","175 BROADWAY E","49.26311","-123.10145"
"8097","706","1","1","600000","2023-02-19","2333 TRIUMPH STREET","49.28415","-123.0573"
"126118","617","1","1","673000","2023-06-28","8555 GRANVILLE STREET","49.20927","-123.14129"
"27865","840","2","2","650000","2023-03-13","5288 MELBOURNE STREET","49.23597","-123.02798"
"87061","513","1","1","765000","2023-03-18","89 NELSON STREET","49.27497","-123.11538"
"155520","716","2","1","608900","2023-02-20","3660 VANNESS AVENUE","49.23485","-123.02547"
"47065","450","1","1","530000","2023-03-31","1283 HOWE STREET","49.27709","-123.12894"
"57772","1023","2","2","1155000","2023-03-10","108 1ST AVENUE E","49.2700333","-123.1022881"
"77538","832","2","2","932000","2023-03-01","1189 MELVILLE STREET","49.28778","-123.12346"
"96534","742","1","1","625000","2023-04-10","128 CORDOVA STREET W","49.28252","-123.10796"
"7947","625","1","1","536000","2023-03-12","8988 HUDSON STREET","49.20355","-123.13422"
"27866","558","1","1","690000","2023-02-28","311 6TH AVENUE E","49.26571","-123.0982"
"57426","640","1","1","728000","2023-03-01","2550 SPRUCE STREET","49.26313","-123.12866"
"27644","434","1","1","596000","2023-03-12","388 1ST AVENUE W","49.2682446","-123.1135872"
"126584","1021","2","2","1050000","2023-03-25","3590 26TH AVENUE W","49.24874","-123.18484"
"47082","504","1","1","510000","2023-02-28","255 14TH AVENUE E","49.25863","-123.09923"
"116508","897","2","2","820000","2023-05-12","825 7TH AVENUE E","49.26456","-123.08679"
"86803","650","1","1","639000","2023-03-09","2480 3RD AVENUE W","49.26889","-123.16177"
"126172","749","1","1","670000","2023-03-17","1266 13TH AVENUE W","49.25947","-123.13301"
"146340","1200","2","2","1650000","2023-03-14","438 KING EDWARD AVENUE W","49.2487507","-123.1133165"
"48021","1644","2","3","3300000","2023-02-24","428 BEACH CRESCENT","49.27159","-123.128"
"18183","755","1","1","662000","2023-03-04","1562 5TH AVENUE W","49.26672","-123.14005"
"47376","620","1","1","632000","2023-03-13","989 BEATTY STREET","49.27595","-123.11695"
"86784","517","1","1","638000","2023-04-11","565 SMITHE STREET","49.27968","-123.11987"
"18185","656","1","1","689900","2023-02-23","2768 CRANBERRY DRIVE","49.26135","-123.15343"
"37773","685","1","1","745000","2023-02-25","1925 2ND AVENUE W","49.27007","-123.14861"
"47235","564","1","1","565000","2023-02-23","2181 10TH AVENUE W","49.26316","-123.15486"
"126672","1146","3","2","1310000","2023-02-28","1009 EXPO BOULEVARD","49.2747366","-123.1163874"
"8058","511","1","1","555000","2023-05-03","188 KEEFER STREET","49.27909","-123.10033"
"27733","470","1","1","607500","2023-05-16","1788 COLUMBIA STREET","49.26964","-123.10859"
"57789","1263","2","2","1300000","2023-02-23","283 DAVIE STREET","49.27456","-123.12087"
"96659","672","1","1","695000","2023-04-09","1205 HOWE STREET","49.27776","-123.12779"
"97056","944","2","1","1070000","2023-03-05","1424 WALNUT STREET","49.27312","-123.14871"
"156104","1426","2","2","2000000","2023-03-02","5389 VINE STREET","49.23778","-123.16025"
"87124","957","1","2","850000","2023-03-23","2088 11TH AVENUE W","49.26165","-123.15268"
"136519","1009","2","2","1062000","2023-02-23","2555 4TH AVENUE W","49.26857","-123.16364"
"96407","680","1","1","600000","2023-04-10","5788 VINE STREET","49.23391","-123.15957"
"155612","759","1","1","675000","2023-02-26","1445 MARPOLE AVENUE","49.25754","-123.13839"
"57802","1068","3","2","1392000","2023-02-27","528 KING EDWARD AVENUE W","49.2488157","-123.1167606"
"67028","579","1","1","585000","2023-03-11","231 PENDER STREET E","49.28062","-123.09885"
"57841","1643","2","3","2400000","2023-05-15","1111 ALBERNI STREET","49.28596","-123.12431"
"18502","865","2","2","920000","2023-02-22","1255 SEYMOUR STREET","49.27604","-123.12647"
"47969","1110","2","2","1325000","2023-03-03","1228 HASTINGS STREET W","49.28885","-123.12388"
"76943","662","1","1","571428","2023-02-26","33 PENDER STREET W","49.28113","-123.10629"
"18259","726","1","1","720000","2023-03-08","233 ROBSON STREET","49.27851","-123.115"
"91011","536","1","1","555000","2023-02-23","5470 ORMIDALE STREET","49.23429","-123.02421"
"57089","616","1","1","573500","2023-02-26","66 CORDOVA STREET W","49.28256","-123.10628"
"28091","756","1","1","820000","2023-03-14","4655 VALLEY DRIVE","49.2442493","-123.151761"
"78200","644","1","1","681000","2023-12-10","1351 CONTINENTAL STREET","49.27627","-123.12898"
"37626","1097","2","2","689000","2023-05-30","1850 COMOX STREET","49.28897","-123.14078"
"67657","942","2","1","1029900","2023-03-02","1811 16TH AVENUE W","49.25747","-123.14634"
"96672","865","2","2","698000","2023-03-11","3651 FOSTER AVENUE","49.23441","-123.02583"
"115892","474","1","1","539800","2023-02-26","5470 ORMIDALE STREET","49.23429","-123.02421"
"68504","2457","3","4","4288000","2023-03-24","1328 MARINASIDE CRESCENT","49.27142","-123.12137"
"57201","723","1","1","605000","2023-03-23","5380 OBEN STREET","49.23514","-123.02617"
"8366","805","2","2","665000","2023-02-23","2889 1ST AVENUE E","49.2697149","-123.0446199"
"47080","505","1","1","535000","2023-03-01","989 NELSON STREET","49.28108","-123.12511"
"47896","819","2","2","1080000","2023-06-18","1088 14TH AVENUE W","49.25846","-123.12863"
"8616","749","2","2","810000","2023-02-26","1331 ALBERNI STREET","49.28835","-123.1279"
"77075","555","1","1","614900","2023-03-01","2520 GUELPH STREET","49.2622","-123.09445"
"27974","869","1","1","749000","2023-03-10","1355 4TH AVENUE W","49.2669355","-123.1353613"
"86905","600","1","1","670000","2023-03-09","1200 GEORGIA STREET W","49.2870859","-123.1255505"
"155776","600","1","1","762000","2023-04-10","288 1ST AVENUE W","49.2690469","-123.1119324"
"125763","608","1","1","538000","2023-03-14","1330 HORNBY STREET","49.27677","-123.13019"
"97030","967","2","2","1001000","2023-03-23","1500 HOWE STREET","49.27417","-123.132"
"27639","485","1","1","595000","2023-03-28","1030 BROADWAY W","49.26305","-123.12754"
"66879","583","1","1","548000","2023-02-26","1146 HARWOOD STREET","49.27951","-123.13485"
"96155","575","1","1","491000","2023-03-06","5189 GASTON STREET","49.23723","-123.03107"
"96566","508","1","1","620000","2023-02-28","939 EXPO BOULEVARD","49.2756495","-123.1151362"
"125918","571","1","1","560000","2023-03-13","438 SEYMOUR STREET","49.28405","-123.11328"
"17940","548","1","1","581000","2023-03-02","929 16TH AVENUE W","49.25736","-123.12513"
"97166","1107","2","2","1801300","2023-06-26","5686 LARCH STREET","49.2345526","-123.1625522"
"67773","1228","2","3","2099900","2023-04-15","2485 LARCH STREET","49.26427","-123.16277"
"135706","515","0","1","540000","2023-03-16","1635 3RD AVENUE W","49.26909","-123.1419"
"86805","628","1","1","625000","2023-02-27","2025 2ND AVENUE W","49.27011","-123.1511"
"18589","695","1","1","1148700","2023-06-26","5686 LARCH STREET","49.2345526","-123.1625522"
"38031","960","3","2","950000","2023-03-13","5665 BOUNDARY ROAD","49.2326362","-123.0237549"
"67360","611","1","1","710000","2023-03-30","939 EXPO BOULEVARD","49.2756495","-123.1151362"
"116372","660","1","1","715000","2023-03-10","2288 MARSTRAND AVENUE S","49.26228","-123.15661"
"136286","762","2","2","800000","2023-03-07","8538 RIVER DISTRICT CROSSING","49.20607","-123.03027"
"17787","511","1","1","535000","2023-03-10","1106 PACIFIC STREET","49.27834","-123.13509"
"8666","770","2","1","851500","2023-04-10","183 KEEFER PLACE","49.28036","-123.10826"
"28307","1002","3","2","1250000","2023-04-02","433 MARINE DRIVE SW","49.2111175","-123.1150628"
"67604","1263","2","2","947000","2023-03-23","1255 MAIN STREET","49.27359","-123.10053"
"87401","1737","2","3","2100000","2023-02-28","2238 40TH AVENUE W","49.23532","-123.15876"
"67656","1163","2","2","1036000","2023-03-20","212 DAVIE STREET","49.2739","-123.12371"
"96567","468","0","1","619900","2023-03-04","1050 BURRARD STREET","49.27986","-123.12661"
"96286","453","1","1","536000","2023-03-19","8031 NUNAVUT LANE","49.21199","-123.11665"
"126537","1150","3","2","938000","2023-03-14","2102 38TH AVENUE W","49.23705","-123.15585"
"86998","721","1","1","745000","2023-02-28","3333 MAIN STREET","49.25514","-123.10179"
"126652","1141","2","2","1205000","2023-03-21","1950 ROBSON STREET","49.29274","-123.1381"
"18629","926","2","2","1265000","2023-05-04","210 5TH AVENUE E","49.2662851","-123.1005767"
"106286","590","1","1","560000","2023-03-29","288 14TH AVENUE E","49.25812","-123.09895"
"97084","1129","2","2","1200000","2023-04-28","1323 HOMER STREET","49.27387","-123.12605"
"47503","800","2","2","688000","2023-03-06","1838 RENFREW STREET","49.26821","-123.04378"
"47791","810","2","2","886000","2023-03-27","736 14TH AVENUE W","49.25837","-123.12103"
"126620","1044","2","2","1129500","2023-03-14","2288 MARSTRAND AVENUE","49.26228","-123.15661"
"136593","1324","3","3","1463000","2023-03-20","4427 CAMBIE STREET","49.24576","-123.11629"
"47381","642","1","1","640000","2023-03-07","1641 WOODLAND DRIVE","49.26991","-123.07387"
"57614","1175","2","2","900000","2023-03-14","1255 MAIN STREET","49.27359","-123.10053"
"116780","1753","3","3","2570476","2023-02-25","1111 RICHARDS STREET","49.27692","-123.12324"
"86788","678","1","1","648000","2023-04-04","908 7TH AVENUE W","49.26487","-123.12448"
"87233","847","2","2","936000","2023-03-06","738 29TH AVENUE E","49.24424","-123.08949"
"87261","935","2","1","975000","2023-03-04","1323 HOMER STREET","49.27387","-123.12605"
"8783","1085","2","2","1080000","2023-03-02","1323 HOMER STREET","49.27387","-123.12605"
"28309","1050","2","2","1262198","2023-03-07","3788 8TH AVENUE W","49.26498","-123.18723"
"18499","1009","2","2","950000","2023-03-09","950 BIDWELL STREET","49.28873","-123.13608"
"67273","596","1","2","650000","2023-03-16","2025 STEPHENS STREET","49.26807","-123.16671"
"106838","1108","2","3","905000","2023-03-07","626 ALEXANDER STREET","49.28366","-123.09067"
"66512","635","1","1","325000","2023-03-06","36 14TH AVENUE E","49.25817","-123.10438"
"8853","1094","2","2","1390000","2023-03-08","1859 SPYGLASS PLACE","49.26957","-123.11605"
"17933","555","1","1","599900","2023-03-04","2520 GUELPH STREET","49.2622","-123.09445"
"28175","864","2","1","922000","2023-03-06","55 10TH AVENUE E","49.26234","-123.10405"
"57506","610","1","1","755000","2023-03-13","1678 PULLMAN PORTER STREET","49.27075","-123.10374"
"8467","578","1","1","726000","2023-03-07","38 1ST AVENUE W","49.2700551","-123.105305"
"28147","745","2","2","860000","2023-03-07","777 RICHARDS STREET","49.28045","-123.11804"
"47373","523","1","1","613000","2023-03-15","8181 CHESTER STREET","49.2112434","-123.0897631"
"145645","521","1","1","577000","2023-04-17","4815 ELDORADO MEWS","49.24122","-123.05758"
"155144","566","1","1","498000","2023-03-09","1549 KITCHENER STREET","49.27241","-123.07251"
"116693","1190","2","2","1120000","2023-02-28","139 DRAKE STREET","49.2726","-123.12176"
"106893","1095","2","2","1000000","2023-03-01","221 UNION STREET","49.27786","-123.09864"
"97121","928","2","2","1320000","2023-05-06","5699 BAILLIE STREET","49.2339206","-123.1225642"
"146112","748","2","2","825000","2023-03-06","1295 RICHARDS STREET","49.27531","-123.12564"
"126363","738","2","1","776000","2023-03-08","1009 EXPO BOULEVARD","49.2747366","-123.1163874"
"125921","489","1","1","550000","2023-03-05","1308 HORNBY STREET","49.27702","-123.12973"
"156058","931","2","2","1266000","2023-03-03","8189 CAMBIE STREET","49.21013","-123.11834"
"106585","640","1","1","730000","2023-04-02","6677 CAMBIE STREET","49.22442","-123.11716"
"155943","875","2","2","925000","2023-03-13","1205 HOWE STREET","49.27776","-123.12779"
"47990","1274","2","2","1518000","2023-03-10","1500 HORNBY STREET","49.27473","-123.13279"
"67174","587","1","1","642000","2023-03-07","2828 MAIN STREET","49.25986","-123.10069"
"116366","567","1","1","710500","2023-04-02","1708 COLUMBIA STREET","49.2700919","-123.1092951"
"116442","833","1","1","760000","2023-05-08","1235 15TH AVENUE W","49.25814","-123.13242"
"7944","510","1","1","525000","2023-03-19","131 REGIMENT SQUARE","49.27883","-123.10973"
"67427","732","1","1","790000","2023-04-19","989 BEATTY STREET","49.27595","-123.11695"
"86413","715","1","1","490000","2023-03-24","985 JERVIS STREET","49.28521","-123.13186"
"67170","530","1","1","615000","2023-03-05","1030 W BROADWAY","49.26305","-123.12754"
"28278","809","1","1","1160000","2023-03-24","1372 SEYMOUR STREET","49.27459","-123.12756"
"67746","1376","2","2","1498000","2023-03-02","1275 7TH AVENUE W","49.26549","-123.13299"
"37558","450","1","1","625000","2023-03-01","1661 QUEBEC STREET","49.27089","-123.10306"
"27497","609","1","1","505000","2023-03-24","233 ABBOTT STREET","49.28332","-123.10693"
"136196","515","1","1","748000","2023-03-27","1480 HOWE STREET","49.27489","-123.13117"
"66875","530","1","1","525000","2023-03-05","1333 HORNBY STREET","49.27706","-123.13092"
"37650","613","2","1","665000","2023-03-25","2435 KINGSWAY","49.241","-123.05549"
"47380","580","1","1","625000","2023-03-02","833 SEYMOUR STREET","49.2805","-123.11976"
"155734","842","2","2","765000","2023-10-23","3663 CROWLEY DRIVE","49.23558","-123.02718"
"37275","469","1","1","520000","2023-03-09","488 MARINE DRIVE SW","49.2101609","-123.1167354"
"67679","810","1","1","1125000","2023-05-31","590 NICOLA STREET","49.29054","-123.12797"
"97096","1116","2","2","1200000","2023-05-21","1500 HOWE STREET","49.27417","-123.132"
"28148","1092","2","2","868000","2023-03-06","1720 12 AVENUE W","49.26057","-123.14416"
"106590","495","1","1","735000","2023-03-10","1768 COOK STREET","49.26962","-123.1099"
"87319","850","2","2","1158000","2023-06-18","193 AQUARIUS MEWS","49.27392","-123.11815"
"136568","942","2","2","1252000","2023-03-06","4189 CAMBIE STREET","49.2482075","-123.1158635"
"18682","1528","3","3","1945000","2023-05-06","5955 BALSAM STREET","49.2323","-123.16184"
"38069","1265","2","2","1075000","2023-03-16","1600 HOWE STREET","49.27381","-123.1326"
"126176","882","2","2","665000","2023-03-14","8460 JELLICOE STREET","49.20712","-123.04676"
"106742","653","1","1","800000","2023-03-04","2020 ALMA STREET","49.26835","-123.18537"
"27967","520","1","1","750000","2023-03-09","1777 7TH AVENUE W","49.2656249","-123.1451444"
"126436","932","1","2","842000","2023-03-06","1383 HOWE STREET","49.27615","-123.13025"
"27848","595","1","1","670000","2023-04-07","3538 SAWMILL CRESCENT","49.20537","-123.02923"
"106995","1373","2","2","1475500","2023-03-07","1299 7TH AVENUE W","49.26551","-123.13336"
"87365","1260","2","2","1350000","2023-03-17","788 RICHARDS STREET","49.28039","-123.1172"
"126429","908","2","2","845000","2023-04-15","1771 NELSON STREET","49.28931","-123.13798"
"67753","1381","3","2","1570000","2023-06-05","6999 CAMBIE STREET","49.2219078","-123.1169862"
"146056","537","1","1","800000","2023-03-13","311 6TH AVENUE E","49.26571","-123.0982"
"135406","467","0","1","395000","2023-03-06","1545 2ND AVENUE E","49.26897","-123.07273"
"86543","633","1","1","502500","2023-03-06","3319 KINGSWAY","49.23397","-123.03487"
"86670","608","1","1","551000","2023-03-05","1330 HORNBY STREET","49.27677","-123.13019"
